Scores:
|	| Prec 	| Rec 	| F1 	| Supp 	|
| NT "WHADJP	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP-BNF	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHADJP	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PRN"	| 1.000	| 0.000	| 0.000	| 142	|
| NT "S-NOM"	| 1.000	| 0.000	| 0.000	| 148	|
| NT "S-NOM-	| 1.000	| 0.000	| 0.000	| 12	|
| NT "SBAR-P	| 1.000	| 0.000	| 0.000	| 57	|
| NT "SBAR-A	| 1.000	| 0.000	| 0.000	| 155	|
| NT "FRAG-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "FRAG"	| 1.000	| 0.000	| 0.000	| 49	|
| NT "PP-DTV	| 1.000	| 0.000	| 0.000	| 19	|
| NT "SBAR-T	| 1.000	| 0.000	| 0.000	| 131	|
| NT "WHADVP	| 1.000	| 0.000	| 0.000	| 56	|
| NT "S-TPC-	| 1.000	| 0.000	| 0.000	| 65	|
| NT "NP-1"	| 1.000	| 0.000	| 0.000	| 30	|
| NT "NP-MNR	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP-PRD	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-4"	| 1.000	| 0.000	| 0.000	| 4	|
| NT "NP-PRD	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP=4"	| 1.000	| 0.000	| 0.000	| 3	|
| NT "S-1"	| 1.000	| 0.000	| 0.000	| 40	|
| NT "SBAR-P	| 1.000	| 0.000	| 0.000	| 27	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 84	|
| NT "WHNP-1	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-LOC	| 1.000	| 0.000	| 0.000	| 61	|
| NT "WHNP-1	| 1.000	| 0.000	| 0.000	| 1	|
| NT "S-3"	| 1.000	| 0.000	| 0.000	| 12	|
| NT "SBARQ"	| 1.000	| 0.000	| 0.000	| 8	|
| NT "WHNP"	| 1.000	| 0.000	| 0.000	| 30	|
| NT "NP-3"	| 1.000	| 0.000	| 0.000	| 10	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 27	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 13	|
| NT "NP-EXT	| 1.000	| 0.000	| 0.000	| 78	|
| NT "ADVP-P	| 1.000	| 0.000	| 0.000	| 31	|
| NT "NP-2"	| 1.000	| 0.000	| 0.000	| 19	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP=2"	| 1.000	| 0.000	| 0.000	| 2	|
| NT "WHADVP	| 1.000	| 0.000	| 0.000	| 69	|
| NT "S-CLR"	| 1.000	| 0.000	| 0.000	| 41	|
| NT "WHPP-2	| 1.000	| 0.000	| 0.000	| 7	|
| NT "PP-PRP	| 1.000	| 0.000	| 0.000	| 85	|
| NT "NP-ADV	| 1.000	| 0.000	| 0.000	| 112	|
| NT "NAC-LO	| 1.000	| 0.000	| 0.000	| 16	|
| NT "ADVP-D	| 1.000	| 0.000	| 0.000	| 77	|
| NT "PP-EXT	| 1.000	| 0.000	| 0.000	| 25	|
| NT "PP-MNR	| 1.000	| 0.000	| 0.000	| 37	|
| NT "NP-TPC	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHADVP	| 1.000	| 0.000	| 0.000	| 23	|
| NT "INTJ"	| 1.000	| 0.000	| 0.000	| 11	|
| NT "NAC"	| 1.000	| 0.000	| 0.000	| 13	|
| NT "NP-CLR	| 1.000	| 0.000	| 0.000	| 5	|
| NT "SBAR-3	| 1.000	| 0.000	| 0.000	| 5	|
| NT "S-2"	| 1.000	| 0.000	| 0.000	| 23	|
| NT "UCP"	| 1.000	| 0.000	| 0.000	| 24	|
| NT "S-PRP"	| 1.000	| 0.000	| 0.000	| 60	|
| NT "WHADJP	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHADVP	| 1.000	| 0.000	| 0.000	| 12	|
| NT "PP-1"	| 1.000	| 0.000	| 0.000	| 15	|
| NT "S-CLF"	| 1.000	| 0.000	| 0.000	| 3	|
| NT "FRAG-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SQ"	| 1.000	| 0.000	| 0.000	| 18	|
| NT "ADVP-C	| 1.000	| 0.000	| 0.000	| 23	|
| NT "PP-2"	| 1.000	| 0.000	| 0.000	| 7	|
| NT "S-TPC-	| 1.000	| 0.000	| 0.000	| 12	|
| NT "SBAR-N	| 1.000	| 0.000	| 0.000	| 10	|
| NT "S-NOM-	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-2	| 1.000	| 0.000	| 0.000	| 10	|
| NT "SBARQ-	| 1.000	| 0.000	| 0.000	| 2	|
| NT "ADJP-2	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-LOC	| 1.000	| 0.000	| 0.000	| 3	|
| NT "VP-1"	| 1.000	| 0.000	| 0.000	| 3	|
| NT "ADVP-P	| 1.000	| 0.000	| 0.000	| 10	|
| NT "VP-2"	| 1.000	| 0.000	| 0.000	| 3	|
| NT "S-TPC"	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP-4"	| 1.000	| 0.000	| 0.000	| 4	|
| NT "VP-TPC	| 1.000	| 0.000	| 0.000	| 3	|
| NT "WHNP-5	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 1	|
| NT "VP-TPC	| 1.000	| 0.000	| 0.000	| 5	|
| NT "WHPP-1	| 1.000	| 0.000	| 0.000	| 9	|
| NT "S-CLF-	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHPP-3	| 1.000	| 0.000	| 0.000	| 4	|
| NT "NP-HLN	| 0.619	| 0.780	| 0.690	| 50	|
| NT "PP-LOC	| 1.000	| 0.000	| 0.000	| 2	|
| NT "WHPP"	| 1.000	| 0.000	| 0.000	| 5	|
| NT "ADVP-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-LOC	| 1.000	| 0.000	| 0.000	| 32	|
| NT "NP-TTL	| 1.000	| 0.000	| 0.000	| 41	|
| NT "CONJP"	| 1.000	| 0.000	| 0.000	| 21	|
| NT "ADVP-E	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-1	| 1.000	| 0.000	| 0.000	| 10	|
| NT "ADJP-P	| 1.000	| 0.000	| 0.000	| 3	|
| NT "S-PRD"	| 1.000	| 0.000	| 0.000	| 12	|
| NT "SINV-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADJP-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "UCP-PR	| 1.000	| 0.000	| 0.000	| 6	|
| NT "PP-TMP	| 1.000	| 0.000	| 0.000	| 3	|
| NT "NP-TMP	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 1	|
| NT "S-TPC-	| 1.000	| 0.000	| 0.000	| 3	|
| NT "SBAR-S	| 1.000	| 0.000	| 0.000	| 2	|
| NT "UCP-LO	| 1.000	| 0.000	| 0.000	| 2	|
| NT "PP-CLR	| 1.000	| 0.000	| 0.000	| 2	|
| NT "PP-CLR	| 1.000	| 0.000	| 0.000	| 2	|
| NT "PP-TMP	| 1.000	| 0.000	| 0.000	| 1	|
| NT "S-4"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADJP-4	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHADVP	| 1.000	| 0.000	| 0.000	| 3	|
| NT "ADJP-C	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 3	|
| NT "ADJP-P	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHADVP	| 1.000	| 0.000	| 0.000	| 8	|
| NT "SBAR-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NAC-1"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-M	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NX-TTL	| 1.000	| 0.000	| 0.000	| 7	|
| NT "WHNP-9	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-C	| 1.000	| 0.000	| 0.000	| 2	|
| NT "PP-DIR	| 1.000	| 0.000	| 0.000	| 1	|
| NT "QP-1"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-P	| 1.000	| 0.000	| 0.000	| 3	|
| NT "ADJP-P	| 1.000	| 0.000	| 0.000	| 2	|
| NT "ADJP-P	| 1.000	| 0.000	| 0.000	| 2	|
| NT "WHNP-8	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-TTL	| 1.000	| 0.000	| 0.000	| 2	|
| NT "WHNP-5	| 1.000	| 0.000	| 0.000	| 2	|
| NT "S-TTL"	| 1.000	| 0.000	| 0.000	| 7	|
| NT "SINV-3	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-3"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP=3"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADVP-P	| 1.000	| 0.000	| 0.000	| 3	|
| NT "S-HLN"	| 1.000	| 0.000	| 0.000	| 2	|
| NT "ADVP-1	| 1.000	| 0.000	| 0.000	| 5	|
| NT "SBAR-N	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADVP-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-TPC	| 1.000	| 0.000	| 0.000	| 2	|
| NT "PP-LOC	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP=4"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-LOC	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-LGS	| 1.000	| 0.000	| 0.000	| 1	|
| NT "S-NOM-	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-LOC	| 1.000	| 0.000	| 0.000	| 1	|
| NT "S-TTL-	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP-5"	| 1.000	| 0.000	| 0.000	| 2	|
| NT "ADVP-2	| 1.000	| 0.000	| 0.000	| 1	|
| NT "X"	| 1.000	| 0.000	| 0.000	| 7	|
| NT "PP-TMP	| 1.000	| 0.000	| 0.000	| 1	|
| NT "S-TPC-	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-5	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP=1"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-TPC	| 1.000	| 0.000	| 0.000	| 2	|
| NT "ADVP-L	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NX-1"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-EXT	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-TMP	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-EXT	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-TMP	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-TTL	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NAC-TM	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-LOC	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP-PRD	| 1.000	| 0.000	| 0.000	| 2	|
| NT "ADVP-L	| 1.000	| 0.000	| 0.000	| 2	|
| NT "SBAR-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-LOC	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-T	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-TTL	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-VOC	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHNP-9	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADVP-L	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-4	| 1.000	| 0.000	| 0.000	| 2	|
| NT "NP-LGS	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHNP-7	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHNP-8	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADJP-A	| 1.000	| 0.000	| 0.000	| 5	|
| NT "PP-TPC	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SBAR-N	| 1.000	| 0.000	| 0.000	| 1	|
| NT "SINV-2	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADJP-P	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADJP-P	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADJP-P	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-PRD	| 1.000	| 0.000	| 0.000	| 1	|
| NT "NP-SBJ	| 1.000	| 0.000	| 0.000	| 1	|
| NT "ADVP-L	| 1.000	| 0.000	| 0.000	| 1	|
| NT "LST"	| 1.000	| 0.000	| 0.000	| 4	|
| NT "SBAR-L	| 1.000	| 0.000	| 0.000	| 2	|
| NT "S-NOM-	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-BNF	| 1.000	| 0.000	| 0.000	| 1	|
| NT "VP-3"	| 1.000	| 0.000	| 0.000	| 1	|
| NT "WHADVP	| 1.000	| 0.000	| 0.000	| 1	|
| NT "PP-TTL	| 1.000	| 0.000	| 0.000	| 1	|
| NT "FRAG-T	| 1.000	| 0.000	| 0.000	| 1	|

| micro	| 0.808	| 0.808	| 0.808	| 155214	|
| macro	| 0.965	| 0.040	| 0.038	| 155214	|
| w-avg	| 0.814	| 0.808	| 0.784	| 155214	|

Confusion matrix: 
|	| NT "S"	| NT "NP-SBJ	| NT "NP-SBJ	| SHIFT	| NT "NP"	| REDUCE	| NT "PP"	| NT "VP"	| NT "NP-PRD	| NT "ADJP-P	| NT "ADVP"	| NT "NP-TMP	| NT "PP-CLR	| NT "PP-PUT	| NT "PP-LOC	| NT "ADVP-T	| NT "ADJP"	| NT "SBAR"	| NT "WHNP-1	| NT "WHNP-2	| NT "WHNP-3	| NT "PP-LOC	| NT "ADVP-M	| NT "QP"	| NT "PP-DIR	| NT "PP-TMP	| NT "WHNP-4	| NT "NP-SBJ	| NT "S-ADV"	| NT "S-TPC-	| NT "NP-LGS	| NT "PRT"	| NT "ADVP-L	| NT "PP-LOC	| NT "ADVP-T	| NT "PP-LOC	| NT "PP-TMP	| NT "NX"	| NT "SINV"	| NT "PP-PRD	| NT "PP-PRD	| NT "SBAR-N	| NT "ADVP-L	| NT "WHADJP	| NT "NP-BNF	| NT "WHADJP	| NT "PRN"	| NT "S-NOM"	| NT "S-NOM-	| NT "SBAR-P	| NT "SBAR-A	| NT "FRAG-T	| NT "FRAG"	| NT "PP-DTV	| NT "SBAR-T	| NT "WHADVP	| NT "S-TPC-	| NT "NP-1"	| NT "NP-MNR	| NT "NP-PRD	| NT "PP-4"	| NT "NP-PRD	| NT "PP=4"	| NT "S-1"	| NT "SBAR-P	| NT "NP-SBJ	| NT "WHNP-1	| NT "PP-LOC	| NT "WHNP-1	| NT "S-3"	| NT "SBARQ"	| NT "WHNP"	| NT "NP-3"	| NT "NP-SBJ	| NT "NP-SBJ	| NT "NP-EXT	| NT "ADVP-P	| NT "NP-2"	| NT "NP-SBJ	| NT "NP=2"	| NT "WHADVP	| NT "S-CLR"	| NT "WHPP-2	| NT "PP-PRP	| NT "NP-ADV	| NT "NAC-LO	| NT "ADVP-D	| NT "PP-EXT	| NT "PP-MNR	| NT "NP-TPC	| NT "WHADVP	| NT "INTJ"	| NT "NAC"	| NT "NP-CLR	| NT "SBAR-3	| NT "S-2"	| NT "UCP"	| NT "S-PRP"	| NT "WHADJP	| NT "WHADVP	| NT "PP-1"	| NT "S-CLF"	| NT "FRAG-T	| NT "SQ"	| NT "ADVP-C	| NT "PP-2"	| NT "S-TPC-	| NT "SBAR-N	| NT "S-NOM-	| NT "SBAR-2	| NT "SBARQ-	| NT "ADJP-2	| NT "PP-LOC	| NT "VP-1"	| NT "ADVP-P	| NT "VP-2"	| NT "S-TPC"	| NT "NP-4"	| NT "VP-TPC	| NT "WHNP-5	| NT "NP-SBJ	| NT "VP-TPC	| NT "WHPP-1	| NT "S-CLF-	| NT "WHPP-3	| NT "NP-HLN	| NT "PP-LOC	| NT "WHPP"	| NT "ADVP-T	| NT "NP-LOC	| NT "NP-TTL	| NT "CONJP"	| NT "ADVP-E	| NT "SBAR-1	| NT "ADJP-P	| NT "S-PRD"	| NT "SINV-T	| NT "ADJP-T	| NT "UCP-PR	| NT "PP-TMP	| NT "NP-TMP	| NT "NP-SBJ	| NT "S-TPC-	| NT "SBAR-S	| NT "UCP-LO	| NT "PP-CLR	| NT "PP-CLR	| NT "PP-TMP	| NT "S-4"	| NT "ADJP-4	| NT "WHADVP	| NT "ADJP-C	| NT "NP-SBJ	| NT "ADJP-P	| NT "WHADVP	| NT "SBAR-T	| NT "NAC-1"	| NT "SBAR-M	| NT "NX-TTL	| NT "WHNP-9	| NT "SBAR-C	| NT "PP-DIR	| NT "QP-1"	| NT "SBAR-P	| NT "ADJP-P	| NT "ADJP-P	| NT "WHNP-8	| NT "NP-SBJ	| NT "NP-TTL	| NT "WHNP-5	| NT "S-TTL"	| NT "SINV-3	| NT "PP-3"	| NT "PP=3"	| NT "ADVP-P	| NT "S-HLN"	| NT "ADVP-1	| NT "SBAR-N	| NT "ADVP-T	| NT "PP-TPC	| NT "PP-LOC	| NT "NP=4"	| NT "PP-LOC	| NT "PP-LGS	| NT "S-NOM-	| NT "NP-LOC	| NT "S-TTL-	| NT "NP-5"	| NT "ADVP-2	| NT "X"	| NT "PP-TMP	| NT "S-TPC-	| NT "SBAR-5	| NT "NP=1"	| NT "PP-TPC	| NT "ADVP-L	| NT "NX-1"	| NT "NP-EXT	| NT "PP-TMP	| NT "NP-EXT	| NT "PP-TMP	| NT "NP-TTL	| NT "NAC-TM	| NT "PP-LOC	| NT "NP-PRD	| NT "ADVP-L	| NT "SBAR-T	| NT "PP-LOC	| NT "SBAR-T	| NT "NP-TTL	| NT "NP-VOC	| NT "NP-SBJ	| NT "WHNP-9	| NT "ADVP-L	| NT "SBAR-4	| NT "NP-LGS	| NT "WHNP-7	| NT "WHNP-8	| NT "ADJP-A	| NT "PP-TPC	| NT "SBAR-N	| NT "SINV-2	| NT "ADJP-P	| NT "ADJP-P	| NT "ADJP-P	| NT "NP-PRD	| NT "NP-SBJ	| NT "ADVP-L	| NT "LST"	| NT "SBAR-L	| NT "S-NOM-	| NT "PP-BNF	| NT "VP-3"	| NT "WHADVP	| NT "PP-TTL	| NT "FRAG-T	|
| NT "S"	| 4213	| 10	| 2	| 117	| 126	| 25	| 8	| 35	| 0	| 1	| 7	| 0	| 6	| 0	| 2	| 1	| 3	| 43	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 1	| 0	| 0	| 2	| 0	| 3	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 151	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 2	| 1	| 0	| 28	| 0	| 1	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 29	| 0	| 0	| 0	| 0	| 0	| 6	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 1	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 15	| 2	| 1	| 0	| 0	| 0	| 3	| 0	| 2	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 2	| 10	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 2	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	|
| NT "NP-SBJ	| 180	| 4366	| 666	| 525	| 2	| 1	| 128	| 88	| 0	| 5	| 95	| 22	| 0	| 0	| 101	| 62	| 0	| 5	| 8	| 4	| 3	| 0	| 1	| 0	| 0	| 119	| 1	| 232	| 51	| 80	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 2	| 0	| 1	| 0	| 1	| 0	| 0	| 0	| 1	| 0	| 12	| 4	| 67	| 0	| 4	| 0	| 35	| 5	| 30	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 75	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 26	| 13	| 0	| 0	| 0	| 2	| 0	| 1	| 0	| 0	| 3	| 2	| 0	| 0	| 0	| 2	| 0	| 1	| 8	| 0	| 0	| 0	| 0	| 1	| 7	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 6	| 8	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 1	| 1	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 3	| 0	| 0	| 1	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 2	| 0	| 0	| 0	| 0	| 2	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 2	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 1	| 1	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 1	| 0	| 0	| 0	| 0	| 0	|
| NT "NP-SBJ	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	| 0	|
