Scores:
|	| Prec 	| Rec 	| F1 	| Supp 	|
| NT "S[dcl]"	| 0.950	| 0.945	| 0.947	| 7472	|
| NT "NP"	| 0.909	| 0.810	| 0.856	| 19133	|
| NT "N"	| 0.908	| 0.960	| 0.933	| 21941	|
| NT "N/N"	| 0.870	| 0.947	| 0.907	| 9473	|
| SHIFT	| 0.944	| 0.965	| 0.955	| 55371	|
| REDUCE	| 0.999	| 1.000	| 1.000	| 116088	|
| NT ","	| 0.938	| 0.968	| 0.952	| 3047	|
| NT "N/N[num]"	| 0.890	| 0.914	| 0.902	| 347	|
| NT "N\\N"	| 0.951	| 0.977	| 0.964	| 177	|
| NT "NP[nb]/N"	| 0.763	| 0.923	| 0.835	| 5461	|
| NT "N/N[conj]"	| 0.870	| 0.784	| 0.825	| 51	|
| NT "conj"	| 0.969	| 0.985	| 0.977	| 1162	|
| NT "NP\\NP"	| 0.968	| 0.981	| 0.975	| 4081	|
| NT "S[dcl]\\NP"	| 0.856	| 0.885	| 0.870	| 5584	|
| NT "(S[dcl]\\NP)/NP"	| 0.502	| 0.578	| 0.537	| 1042	|
| NT "S[to]\\NP"	| 0.852	| 0.932	| 0.890	| 778	|
| NT "(NP\\NP)/NP"	| 0.918	| 0.972	| 0.945	| 2600	|
| NT "S[dcl]\\NP[conj]	| 0.551	| 0.874	| 0.676	| 143	|
| NT "(S[dcl]\\NP)/(S[	| 0.941	| 0.914	| 0.927	| 872	|
| NT "(S\\NP)\\(S\\NP)	| 0.947	| 0.947	| 0.947	| 3425	|
| NT "PP"	| 0.882	| 0.945	| 0.913	| 922	|
| NT "S[b]\\NP"	| 0.807	| 0.802	| 0.805	| 2217	|
| NT "(S[b]\\NP)/NP"	| 0.525	| 0.706	| 0.602	| 853	|
| NT "."	| 0.998	| 0.994	| 0.996	| 2352	|
| NT ":"	| 0.775	| 0.615	| 0.686	| 174	|
| NT "(N/N)/(N/N)"	| 0.505	| 0.127	| 0.203	| 369	|
| NT "S[adj]\\NP"	| 0.833	| 0.778	| 0.804	| 967	|
| NT "NP[conj]"	| 0.912	| 0.932	| 0.922	| 1051	|
| NT "S[pss]\\NP"	| 0.669	| 0.830	| 0.741	| 1207	|
| NT "((S\\NP)\\(S\\NP	| 0.830	| 0.934	| 0.879	| 1357	|
| NT "N[num]"	| 0.990	| 0.994	| 0.992	| 681	|
| NT "(NP\\NP)/(NP\\NP	| 0.821	| 0.159	| 0.266	| 145	|
| NT "(N/N)/N"	| 1.000	| 0.000	| 0.000	| 7	|
| NT "RRB"	| 0.921	| 0.817	| 0.866	| 71	|
| NT "(N\\N)/N"	| 1.000	| 0.000	| 0.000	| 23	|
| NT "((NP\\NP)/(NP\\N	| 1.000	| 0.000	| 0.000	| 9	|
| NT "(((NP\\NP)/(NP\\	| 1.000	| 0.000	| 0.000	| 8	|
