Scores:
|	| Prec 	| Rec 	| F1 	| Supp 	|
| NT "S[dcl]"	| 0.657	| 0.699	| 0.678	| 7472	|
| NT "NP"	| 0.213	| 0.256	| 0.232	| 19133	|
| NT "N"	| 0.204	| 0.226	| 0.214	| 21941	|
| NT "N/N"	| 0.163	| 0.196	| 0.178	| 9473	|
| SHIFT	| 0.274	| 0.274	| 0.274	| 55371	|
| REDUCE	| 0.406	| 0.481	| 0.440	| 116088	|
| NT ","	| 0.204	| 0.203	| 0.204	| 3047	|
| NT "S[dcl]\\NP"	| 0.074	| 0.317	| 0.120	| 5584	|
| NT "(S[dcl]\\NP)/NP"	| 0.059	| 0.092	| 0.072	| 1042	|
| NT "N\\N"	| 0.000	| 0.000	| 0.000	| 177	|
| NT "."	| 0.174	| 0.175	| 0.174	| 2352	|
| NT "NP[nb]/N"	| 0.252	| 0.211	| 0.230	| 5461	|
| NT "S[dcl][conj]"	| 0.018	| 0.024	| 0.020	| 254	|
| NT "conj"	| 0.105	| 0.085	| 0.094	| 1162	|
| NT "N/N[conj]"	| 1.000	| 0.000	| 0.000	| 51	|
| NT "NP\\NP"	| 0.104	| 0.080	| 0.090	| 4081	|
| NT "(S\\NP)\\(S\\NP)	| 0.039	| 0.063	| 0.049	| 3425	|
| NT "((S\\NP)\\(S\\NP	| 0.038	| 0.060	| 0.046	| 1357	|
| NT "S[to]\\NP"	| 0.159	| 0.140	| 0.149	| 778	|
| NT "(S[to]\\NP)/(S[b	| 0.162	| 0.139	| 0.150	| 791	|
| NT "(NP\\NP)/NP"	| 0.124	| 0.102	| 0.112	| 2600	|
| NT "S[b]\\NP"	| 0.204	| 0.168	| 0.184	| 2217	|
| NT "(S[b]\\NP)/NP"	| 0.108	| 0.104	| 0.106	| 853	|
| NT "S[dcl]\\NP[conj]	| 0.026	| 0.035	| 0.029	| 143	|
| NT "(S[dcl]\\NP)/(S[	| 0.415	| 0.266	| 0.324	| 872	|
| ERROR	| 0.000	| 0.000	| 0.000	| 46846	|
| NT ":"	| 0.106	| 0.086	| 0.095	| 174	|
| NT "(N/N)/(N/N)"	| 0.026	| 0.005	| 0.009	| 369	|
